"['privacy', 'notice', 'cornell', 'university']",0
"['skip', 'content']",0
"['cornell', 'university']",0
['search'],0
"['expand', 'menu']",0
['close'],0
['cornell'],0
['cornell'],0
['overview'],0
"['university', 'fact']",0
"['map', 'direction']",0
"['mission', 'vision']",0
"['core', 'value']",0
['tradition'],0
['location'],0
['ithaca'],0
"['new', 'york', 'city']",0
"['related', 'link']",0
['diversity'],0
"['economic', 'impact']",0
['sustainability'],0
['global'],0
"['cornell', 'leadership']",0
['admission'],0
['overview'],0
['undergraduate'],0
['apply'],0
['admission'],0
"['date', 'deadline']",0
"['cost', 'aid']",0
['graduate'],0
['admission'],0
"['field', 'study']",0
"['financial', 'support']",0
"['continuing', 'education', 'summer', 'session']",0
"['summer', 'session']",0
"['winter', 'session']",0
"['parttime', 'study']",0
['academic'],0
['academic'],0
['overview'],0
"['field', 'study']",0
"['college', 'school']",0
['department'],0
['library'],0
"['continuing', 'education']",0
"['related', 'link']",0
"['academic', 'calendar']",0
"['course', 'catalog']",0
"['global', 'learning']",0
"['learning', 'goal']",0
"['cornell', 'online']",0
"['undergraduate', 'research']",0
['research'],0
['overview'],0
"['explore', 'cornell', 'research']",0
"['extreme', 'talent', 'radical', 'collaboration', 'result', 'matter']",0
"['related', 'link']",0
"['vice', 'provost', 'research']",0
"['center', 'institute']",0
"['technology', 'licensing', 'ctl']",0
"['graduate', 'research']",0
"['undergraduate', 'research']",0
"['ovpr', 'research', 'publication']",0
"['public', 'engagement']",0
['overview'],0
['featured'],0
"['chronicle', 'coverage', 'post', 'celebrates', '20', 'year', 'community', 'service']",0
"['related', 'link']",0
"['engaged', 'cornell']",0
"['cooperative', 'extension']",0
"['land', 'grant', 'mission', 'history']",0
"['public', 'service', 'center']",0
"['student', 'life']",0
"['student', 'life']",0
['overview'],0
"['athletics', 'recreation']",0
"['get', 'involved']",0
"['health', 'safety']",0
"['dining', 'housing']",0
"['related', 'link']",0
"['find', 'network']",0
"['center', 'firstyear', 'student']",0
"['club', 'student', 'group']",0
[],0
"['expand', 'navigation']",0
['apply'],0
['undergraduate'],0
['graduate'],0
['visit'],0
['give'],0
['student'],0
['parent'],0
"['faculty', 'staff']",0
['alumnus'],0
['search'],0
['search'],0
"['cornell', 'university', 'committed', 'protecting', 'privacy']",0
"['following', 'privacy', 'notice', 'describes', 'information', 'collect', 'visit', 'wwwcornelledu', 'use', 'information', 'please', 'read', 'privacy', 'notice', 'carefully', 'understand', 'privacy', 'practice']",0
"['effective', 'date', 'privacy', 'notice']",0
"['privacy', 'notice', 'last', 'revised', 'june', '13', '2018']",0
"['information', 'gather', 'visit']",0
"['information', 'gather']",0
"['automatically', 'collect', 'certain', 'information', 'visit', 'wwwcornelledu', 'data', 'used', 'conjunction', 'google', 'analytics', 'gather', 'metric', 'site', 'usage', 'including', 'geographic', 'location', 'visitor', 'pathway', 'navigated', 'website', 'portion', 'audience', 'internal', 'cornell', 'network', 'information', 'collect', 'linked', 'anything', 'identifies', 'individual', 'session', 'tracked', 'remain', 'anonymous', 'user', 'part', 'google', 'analytics', 'also', 'gather', 'device', 'browserrelated', 'information']",1
"['information', 'may', 'provide']",0
"['may', 'also', 'collect', 'information', 'described', 'notice', 'specific', 'university', 'privacy', 'notice', 'order', 'take', 'full', 'advantage', 'service', 'certain', 'tool', 'plan', 'visit', 'tool', 'university', 'event', 'calendar', 'event', 'emailer', 'cornellcast', 'video', 'library', 'may', 'request', 'additional', 'contact', 'information', 'andor', 'online', 'identifier', 'ex', 'supplied', 'username', 'netid']",2
"['use', 'information']",0
"['use', 'gathered', 'information', 'track', 'user', 'trend', 'site', 'usage', 'goal', 'improving', 'visitor', 'experience', 'optimizing', 'website', 'also', 'use', 'information', 'administer', 'website', 'prevent', 'abuse']",3
"['special', 'case']",0
"['use', 'plan', 'visit', 'service', 'information', 'gathered', 'may', 'used', 'send', 'postal', 'mail', 'email', 'case', 'may', 'used', 'contact', 'via', 'phone', 'pertaining', 'visit', 'university', 'additionally', 'information', 'gathered', 'may', 'used', 'admissionsrelated', 'purpose', 'sending', 'information', 'enrollment', 'university', 'selfidentify', 'prospective', 'undergraduate', 'graduate', 'student']",0
"['event', 'emailer', 'service', 'associate', 'email', 'address', 'preference', 'provide', 'receiving', 'email', 'notification', 'based', 'various', 'userselected', 'criterion', 'pertaining', 'emailing', 'upcoming', 'event', 'aggregate', 'report', 'preference', 'correlate', 'email', 'address']",0
"['cornellcast', 'video', 'library', 'optional', 'feature', 'allows', 'sign', 'email', 'reminder', 'live', 'broadcast', 'choice', 'begin', 'email', 'address', 'used', 'communicating', 'live', 'broadcast']",0
"['additionally', 'may', 'provide', 'email', 'address', 'live', 'broadcast', 'ask', 'receive', 'follow', 'question', 'addressed', 'broadcast']",0
"['share', 'information']",0
"['information', 'gather', 'may', 'also', 'shared', 'campus', 'constituent', 'improve', 'program', 'outreach', 'campus', 'initiative', 'additionally', 'metric', 'may', 'shared', 'vendor', 'improve', 'communication', 'related', 'activity', 'however', 'sell', 'data', 'thirdparties', 'use', 'direct', 'marketing', 'advertising', 'promotion', 'product', 'service']",4
"['special', 'case']",0
"['university', 'event', 'calendar', 'powered', 'thirdparty', 'vendor', 'localist', 'usage', 'subject', 'term', 'service', 'privacy', 'policy']",0
"['cooky', 'collection', 'technology']",0
['cooky'],0
"['cooky', 'text', 'file', 'stored', 'computer', 'accessible', 'website', 'create']",0
"['website', 'may', 'use', 'cooky', 'keep', 'logged', 'secure', 'area', 'website', 'andor', 'keep', 'track', 'preference', 'interact', 'certain', 'service', 'may', 'disable', 'cooky', 'browser', 'however', 'website', 'may', 'work', 'properly']",5
"['log', 'file']",0
"['website', 'automatically', 'gather', 'anonymous', 'information', 'visitor', 'including', 'ip', 'address', 'browser', 'type', 'time', 'date', 'webpage', 'visit', 'information', 'collected', 'include', 'personally', 'identifiable', 'detail', 'used', 'improve', 'service', 'administer', 'website']",0
"['protecting', 'information']",0
"['method', 'transmitting', 'internet', 'storing', 'electronic', 'data', '100', 'secure', 'site', 'measure', 'place', 'help', 'protect', 'loss', 'misuse', 'alteration', 'information', 'control']",0
"['email', 'marketing']",0
"['marketing', 'email', 'may', 'receive', 'university', 'contain', 'option', 'unsubscribe', 'however', 'certain', 'internal', 'safetyrelated', 'email', 'message', 'delivered', 'cornell', 'university', 'community', 'member', 'contain', 'optout', 'option', 'considered', 'critical', 'internal', 'communication']",0
"['social', 'medium', 'presence']",0
"['share', 'content', 'social', 'medium', 'liking', 'u', 'facebook', 'tweeting', 'u', 'twitter', 'social', 'network', 'record', 'done', 'may', 'set', 'cookie', 'purpose']",0
"['wish', 'optout', 'social', 'interaction', 'please', 'refer', 'specific', 'social', 'medium', 'platform', 'instruction']",0
"['external', 'website', 'link']",0
"['timetotime', 'link', 'external', 'website', 'neither', 'control', 'cornell', 'university', 'responsible', 'content', 'privacy', 'practice', 'web', 'accessibility', 'need', 'website']",0
"['special', 'notice', 'eu', 'resident']",0
"['located', 'within', 'european', 'economic', 'area', 'european', 'union', 'norway', 'liechtenstein', 'iceland', 'acknowledge', 'right', 'granted', 'general', 'data', 'protection', 'regulation', 'gdpr']",0
"['right', 'may', 'include']",0
"['right', 'access', 'information', 'held', 'u']",0
"['right', 'correct', 'inaccurate', 'incorrect', 'information']",0
"['right', 'erasure', 'information', 'longer', 'necessary', 'u', 'retain']",0
"['right', 'restrict', 'processing', 'personal', 'information', 'specific', 'situation']",0
"['right', 'object', 'processing', 'information', 'including', 'sending', 'communication', 'may', 'considered', 'directmarketing', 'material']",0
"['right', 'object', 'automated', 'decisionmaking', 'profiling', 'applicable']",0
"['right', 'complain', 'supervisory', 'authority', 'jurisdiction', 'within', 'eu']",0
"['please', 'contact', 'u', 'question', 'concern', 'wish', 'exercise', 'right', 'gdprcornelledu']",0
"['contact', 'information']",0
"['question', 'privacy', 'notice', 'privacy', 'practice', 'describes', 'please', 'contact', 'privacycornelledu']",0
['explore'],0
"['expand', 'menu']",0
"['botanic', 'garden']",0
['career'],0
"['cornell', 'chronicle']",0
['global'],0
['ithaca'],0
['library'],0
['location'],0
['museum'],0
['campus'],0
"['expand', 'menu']",0
"['academic', 'calendar']",0
['cuinfo'],0
['emergency'],0
['event'],0
"['live', 'view']",0
['map'],0
"['operating', 'status']",0
"['people', 'search']",0
['weather'],0
['resource'],0
"['expand', 'menu']",0
"['caring', 'community']",0
['accessibility'],0
['diversity'],0
['medium'],0
['leadership'],0
['share'],0
"['support', 'cornell']",0
['sustainability'],0
"['global', 'impact']",0
"['ithaca', 'new', 'york45f', '7c']",0
['copyright'],0
"['site', 'information']",0
"['privacy', 'notice']",0
['contact'],0
['feedback'],0
"['web', 'accessibility', 'assistance']",0
['facebook'],0
['twitter'],0
['instagram'],0
['youtube'],0